FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE
BEARTRAP,2006,2454055.5,1314,2454055.5,2300,0.25,35.47416667,-118.4177778
LOG,2006,2454069.5,915,2454069.5,945,0.1,34.41361111,-117.825
BUCKINGHAM,2006,2454018.5,1245,2454018.5,1600,0.2,37.54111111,-119.8675
BASS,2006,2454017.5,1430,2454017.5,1608,0.1,37.30833333,-119.5808333
ALTADENA,2006,2454067.5,1530,2454067.5,1615,0.1,34.20888889,-118.1422222
SUGAR,2006,2453950.5,700,2453950.5,1200,0.1,37.42583333,-119.6330556
QUARTZ,2006,2453936.5,1700,2453936.5,1730,0.1,37.51694444,-119.4511111
TIMBER,2006,2453911.5,2100,2453911.5,2145,0.1,37.26805556,-119.5758333
GRANGE,2006,2454055.5,1045,2454055.5,1216,0.1,39.79805556,-120.1780556
SITE 13,2006,2454021.5,1250,2454021.5,1300,0.01,33.6,-117.4166667
LOOKOUT 2,2006,2454051.5,1635,2454052.5,1,290,33.64805556,-117.37
TIN,2006,2454071.5,630,2454071.5,650,0.01,33.83611111,-117.61
WHITE,2006,2453967.5,1318,2453967.5,2034,3,34.345,-117.0238889
CLYDE,2006,2453957.5,1526,2454073.5,1100,11,37.12472222,-118.9027778
BERM,2006,2454064.5,2330,2454064.5,2345,0.1,34.17166667,-117.6775
DAM,2006,2454051.5,1326,2454051.5,1430,1,34.15527778,-117.6822222
7S02,2006,2454059.5,1100,2454059.5,1135,0.01,37.33,-119.4277778
MORENA,2006,2454004.5,1550,2454004.5,1615,0.1,32.67916667,-116.5105556
CROSLEY,2006,2454070.5,230,2454070.5,1000,1.5,33.43194444,-116.9194444
MEEKS,2006,2453920.5,1000,2453920.5,1030,0.1,39.04027778,-120.1330556
RIVER,2006,2453949.5,930,2453949.5,1430,0.1,39.17166667,-120.1583333
MARTIS,2006,2453953.5,1000,2453953.5,1400,0.1,39.26,-120.035
MARTIS #2,2006,2453953.5,1230,2453953.5,1500,0.1,39.18166667,-120.0383333
KINGS,2006,2453959.5,1000,2453959.5,1045,0.1,39.24944444,-120.0069444
BONETTI,2006,2453924.5,1200,2453924.5,1500,0.1,38.72166667,-120.5133333
TROY,2006,2454037.5,700,2454037.5,1124,0.75,39.28972222,-120.4883333
ECHO LAKES,2006,2453959.5,1542,2453959.5,1631,0.1,38.84833333,-120.06
RICH,2006,2453974.5,2045,2453974.5,2130,0.1,38.91666667,-120.0366667
SAX,2006,2453979.5,1200,2453980.5,1330,0.1,38.80166667,-119.9675
MAGGIE 3,2006,2453989.5,1230,2453989.5,1830,0.1,38.91805556,-120.0341667
CAMINO,2006,2454058.5,1125,2454058.5,1330,0.15,34.47555556,-119.5822222
BERRY,2006,2454075.5,1200,2454075.5,1300,0.01,39.68416667,-121.3338889
WASHINGTON,2006,2454036.5,2325,2454036.5,2350,0.1,34.38055556,-118.4027778
SHADOW,2006,2454056.5,1458,2454056.5,1510,0.1,34.42916667,-118.4069444
FLUME,2006,2454068.5,353,2454068.5,830,0.1,34.36611111,-117.6488889
SAPHIRE,2006,2454071.5,1105,2454071.5,1120,0.1,34.65222222,-118.3866667
DAWN,2006,2454071.5,1356,2454072.5,1200,2,40.05166667,-120.9755556
SMALL,2006,2454036.5,713,2454036.5,730,0.1,34.38055556,-117.5961111
DIAMOND3,2006,2454075.5,1200,2454076.5,1210,0.1,40.00333333,-120.2102778
NOWHERE,2006,2454057.5,1440,2454057.5,1800,215,34.28111111,-117.7516667
TIMBERVIEW,2006,2454073.5,400,2454074.5,1400,5.6,37.26388889,-119.5669444
NORTH,2006,2454024.5,912,2454024.5,1030,0.1,33.77,-116.7311111
SMITH,2006,2454030.5,1427,2454030.5,1630,2,33.91055556,-116.8669444
ESPERANZA,2006,2454034.5,122,2454038.5,1800,40200,33.89972222,-116.7661111
RUBE,2006,2454018.5,1821,2454020.5,1318,777,37.47805556,-119.1566667
BROCKWAY,2006,2454002.5,630,2454003.5,1300,0.2,39.25694444,-120.0511111
JENNESS,2006,2454036.5,2030,2454036.5,2359,0.1,38.14583333,-120.0608333
GRANITE,2006,2454019.5,1505,2454019.5,1530,0.25,35.49305556,-118.7013889
HORSETAIL,2006,2453890.5,1100,2453890.5,1300,0.1,34.17805556,-116.8722222
HEARTBAR,2006,2453914.5,1400,2453914.5,1800,0.1,34.09444444,-116.46
STUMP,2006,2453938.5,1738,2453939.5,1700,0.1,34.15222222,-116.7627778
CHAZ,2006,2453938.5,1738,2453939.5,1500,0.1,34.16416667,-116.7677778
LORNA,2006,2453942.5,1555,2453943.5,1000,0.1,34.085,-116.8505556
SPRING,2006,2453944.5,840,2453944.5,1800,0.1,34.16083333,-116.7388889
ERWIN,2006,2453936.5,1340,2453936.5,1430,0.1,34.25083333,-116.8477778
METZGER,2006,2453936.5,1224,2453936.5,1700,0.25,34.3,-116.8477778
LOT,2006,2454022.5,1045,2454022.5,1100,0.1,35.76055556,-118.5547222
BROWN,2006,2454072.5,1515,2454072.5,1600,0.25,32.85444444,-116.69
RANCH,2006,2454072.5,2137,2454072.5,2237,0.1,32.82,-116.6430556
GREEN,2006,2453969.5,1450,2453969.5,1522,0.25,34.24305556,-116.8127778
ARTIC,2006,2453969.5,1430,2453970.5,1845,0.5,34.32388889,-116.8875
COON,2006,2454004.5,1000,2454004.5,1114,1,34.14833333,-116.705
HEARTBAR 2,2006,2453985.5,1145,2453985.5,1930,0.1,34.17055556,-116.7808333
REDWOOD 2,2006,2454009.5,1100,2454009.5,1121,0.02,34.24444444,-117.3002778
GREGORY,2006,2454030.5,1512,2454030.5,1550,0.25,34.24388889,-117.2741667
CHUCK,2006,2454032.5,900,2454032.5,942,0.1,34.14972222,-116.9836111
CAPPY,2006,2454040.5,200,2454040.5,300,0.5,34.24555556,-117.1994444
BURRTEC,2006,2454053.5,1000,2454053.5,1020,0.05,34.30361111,-116.9197222
SHOP,2006,2454062.5,852,2454062.5,902,0.1,34.23305556,-117.2072222
HEARTBREAK,2006,2453920.5,1750,2453920.5,2000,0.1,34.18444444,-116.6725
MAY,2006,2453919.5,1415,2453919.5,1911,0.1,34.21166667,-116.7902778
PINE,2006,2453868.5,1455,2453868.5,1510,0.1,34.24361111,-117.2522222
SLIDE,2006,2453923.5,1943,2453926.5,800,0.1,34.18555556,-116.7855556
SPILLWAY,2006,2453923.5,2230,2453924.5,600,25,34.34611111,-117.2316667
RAINBOW,2006,2453941.5,1035,2453941.5,1300,0.1,34.16527778,-116.6861111
QUAIL,2006,2454028.5,1344,2454028.5,1410,0.25,34.7575,-118.7888889
RIGHT,2006,2454069.5,1559,2454069.5,1615,0.1,34.54722222,-118.6663889
FIVE,2006,2454072.5,828,2454072.5,1115,9,34.55833333,-118.6736111
ISLIP,2006,2454072.5,1545,2454073.5,1200,0.1,34.35666667,-117.8219444
FALLS,2006,2454075.5,832,2454075.5,850,0.2,34.56083333,-118.4022222
PEELER,2006,2453981.5,1011,2453982.5,1800,0.1,38.11666667,-119.45
ASPEN,2006,2454069.5,1510,2454070.5,1300,0.1,36.55,-118.1325
BLUE,2006,2454007.5,1117,,,0.5,34.25166667,-117.4208333
MAGGIE,2006,2453925.5,2005,2454080.5,1300,2097,36.26333333,-118.6147222
TAMARACK,2006,2453925.5,2005,2454080.5,1300,4654,36.32055556,-118.4030556
BRODER WFU,2006,2453943.5,800,2453945.5,1330,1220,36.14194444,-118.1855556
BECK WFU,2006,2453943.5,1300,2454007.5,1330,2270,36.16666667,-118.1688889
HAYPRESS 2,2006,2453955.5,1408,2453955.5,1911,0.2,38.31138889,-119.7691667
BOOT,2006,2454087.5,1143,2454087.5,1215,0.1,34.43222222,-118.2233333
TOLATE,2006,2454088.5,802,2454088.5,820,0.1,34.44777778,-118.3566667
INTERSTATE,2006,2454088.5,1135,2454088.5,1152,1,34.56305556,-118.6822222
CHRISTMAS,2006,2454094.5,1255,2454094.5,1315,0.1,34.54972222,-118.6669444
ISLAND,2006,2454090.5,1418,2454090.5,1445,0.1,34.60416667,-118.7122222
MILLARD,2006,2453925.5,833,2453987.5,1800,24000,34.34166667,-116.7666667
STATE,2006,2453925.5,1015,2453925.5,1030,4,34.56361111,-116.8
TAHOE,2006,2453926.5,1100,2453926.5,1115,0.1,34.275,-117.5569444
RAMP,2006,2453938.5,1149,2453939.5,1800,450,34.33,-117.5130556
MOUNTAIN,2006,2453955.5,1040,2453955.5,2100,125,33.75833333,-116.7625
EMERALD,2006,2453976.5,1500,2453982.5,1800,2109,34.08416667,-117.0936111
BUTTERMERE,2006,2453981.5,1224,2453981.5,1300,40,34.40777778,-117.5027778
BLUECUT,2006,2453983.5,1605,2453985.5,1800,100,34.24555556,-117.4341667
ICE,2006,2454092.5,1508,2454092.5,1630,0.1,34.2425,-117.6466667
POND WFU,2006,2454028.5,1300,2454047.5,1200,10,36.725,-118.7175
HIGHWAY 88,2006,2454095.5,1306,2454095.5,1500,0.25,38.775,-119.8238889
DUTCHMAN,2006,2454021.5,1601,2454021.5,1800,0.1,35.48166667,-118.5838889
HOLLAND,2006,2454022.5,1600,2454022.5,1800,0.1,35.46583333,-118.3611111
PUTTER,2006,2454022.5,922,2454022.5,1500,0.25,35.49416667,-118.6283333
PACK/MILL,2006,2454023.5,1045,2454074.5,1200,0.25,35.48527778,-118.5783333
COW FLAT,2006,2454021.5,920,2454021.5,1800,0.1,35.4525,-118.7177778
FRENCH,2006,2454022.5,1049,2454022.5,1500,0.01,37.45194444,-118.3158333
GULCH,2006,2454022.5,1539,2454022.5,1700,0.1,35.47611111,-118.3158333
NIGHT,2006,2454096.5,730,2454096.5,740,0.1,34.50694444,-118.0291667
TERRAVISTA,2006,2454099.5,1200,2454099.5,1330,0.7,34.28527778,-118.3883333
FIRST,2007,2454101.5,1400,2454101.5,1500,1,34.25833333,-118.1055556
SANTA,2006,2454093.5,2049,2454094.5,30,30,34.4525,-118.3494444
PILOT,2006,2454083.5,530,2454083.5,600,0.01,37.46388889,-119.7297222
MAGNOLIA,2006,2454097.5,2106,2454097.5,2359,1,34.20555556,-117.3655556
CHEVROLET,2006,2454087.5,2220,2454087.5,2359,0.1,34.35222222,-117.4522222
TUTTLE,2006,2454095.5,1745,2454099.5,1800,0.1,36.54277778,-118.2013889
DOTY,2007,2454132.5,815,2454132.5,900,0.1,40.83305556,-121.5066667
MIDDLE,2006,2454078.5,1335,2454078.5,1500,0.01,34.23583333,-117.2441667
COLD,2007,2454115.5,1430,2454115.5,1500,0.1,32.8575,-116.4638889
BEAR 2,2006,2454098.5,1600,2454099.5,800,0.1,34.25972222,-116.8475
SCHUH,2006,2453938.5,1100,2453941.5,1200,2,34.22805556,-117.0766667
PARADISE,2006,2453993.5,1610,2453993.5,1616,0.1,34.26833333,-116.8377778
HARTMAN,2006,2454081.5,750,2454081.5,810,0.1,34.25638889,-117.3288889
RIDGE 2,2006,2454065.5,200,2454065.5,300,0.5,34.24694444,-116.9777778
ROUSE 2,2006,2454069.5,715,2454069.5,735,0.1,34.27222222,-117.1369444
ROUSE,2006,2454069.5,630,2454069.5,900,0.1,34.27222222,-117.1369444
VIEW,2007,2454108.5,1410,2454108.5,1430,0.1,32.67861111,-116.505
DASHIELL,2007,2454128.5,1720,2454129.5,1100,0.5,39.42,-123.0505556
SYLVAN,2007,2454118.5,1220,2454118.5,1430,1,39.9525,-120.9102778
LOST,2007,2454126.5,1730,2454126.5,1800,0.1,40.60222222,-121.5266667
EVANS,2007,2454125.5,1620,2454125.5,1645,0.1,35.72527778,-118.5222222
BRUSH,2007,2454129.5,800,2454129.5,1035,0.1,39.68888889,-121.3380556
VISTA,2007,2454137.5,1245,2454137.5,1330,2,39.79,-120.5802778
SADDLEBACK,2007,2454107.5,1512,2454107.5,2000,30,33.52666667,-116.8038889
GREEN GULCH,2007,2454130.5,1500,2454130.5,1800,85,39.82861111,-120.2408333
STONEYVALE,2007,2454146.5,1630,2454146.5,1725,0.1,34.28638889,-118.2263889
BLACK,2007,2454118.5,1656,2454118.5,1809,0.13,40.90138889,-122.3833333
TOFT,2007,2454108.5,1940,2454108.5,2000,1,33.6725,-117.3988889
REECE,2007,2454110.5,840,2454110.5,845,0.1,33.65055556,-117.4127778
ICE,2007,2454114.5,734,2454114.5,900,0.1,33.83611111,-117.61
STONE,2007,2454121.5,1535,2454121.5,1630,2,33.78111111,-117.4997222
POINT_1,2007,2454122.5,1330,2454122.5,1332,0.1,33.41277778,-116.8519444
DOMINION,2007,2454128.5,850,2454128.5,900,0.1,33.66416667,-117.4391667
MORRELL,2007,2454135.5,1634,2454135.5,2300,0.1,33.61666667,-117.4166667
SEMAPHORE,2007,2454137.5,1315,2454137.5,1600,2,39.7875,-120.4983333
GOLD,2007,2454138.5,745,2454138.5,830,0.1,34.32194444,-118.3286111
CREEKSIDE,2007,2454123.5,1500,2454123.5,1700,0.1,40.73472222,-123.25
MAZDA,2007,2454141.5,1118,2454141.5,1130,0.1,34.36,-118.3975
YBARRA,2007,2454131.5,18,2454131.5,36,0.1,34.29944444,-118.2483333
CABIN,2007,2454124.5,2310,2454126.5,1800,0.1,34.20944444,-118.0188889
RUBBISH,2007,2454159.5,1536,2454159.5,1630,0.1,34.17527778,-117.8902778
PALM SPRINGS #1,2007,2454148.5,1055,2454148.5,1110,0.1,33.8875,-116.6158333
WASH,2007,2454105.5,1632,2454105.5,1713,0.1,34.50694444,-118.0263889
CONSTRUCTION,2007,2454107.5,1116,2454107.5,1135,0.1,34.67277778,-118.7688889
STAGING,2007,2454107.5,1539,2454107.5,1605,0.1,34.53472222,-118.3658333
TIES,2007,2454114.5,821,2454114.5,836,0.1,34.42777778,-118.3513889
FIR,2007,2454114.5,1146,2454116.5,1630,0.1,34.34916667,-117.8333333
TRASH,2007,2454121.5,2052,2454121.5,2150,0.1,34.57638889,-118.6919444
TEMPLIN,2007,2454125.5,2350,2454126.5,10,1,34.58,-118.7027778
APPLE,2007,2454128.5,2017,2454128.5,2130,0.1,34.38666667,-117.7141667
BEEKLEY,2007,2454133.5,1157,2454133.5,1600,4,34.42277778,-117.6116667
HONDA,2007,2454143.5,1747,2454143.5,1815,0.1,34.42694444,-118.4194444
ORANGE,2007,2454146.5,1401,2454146.5,1420,0.1,34.53861111,-118.6486111
SPRING,2007,2454163.5,1646,2454163.5,1720,0.2,34.47111111,-118.3169444
SPOT,2007,2454168.5,1900,2454168.5,1925,0.1,34.54861111,-118.6666667
SHADOW,2007,2454169.5,2055,2454169.5,2315,27,34.44527778,-118.3611111
BLACK HAWK,2007,2454181.5,1707,2454181.5,1830,0.08,39.98444444,-120.95
SCOTT-OMO,2007,2454193.5,700,2454193.5,800,0.1,38.53472222,-120.5177778
POE,2007,2454174.5,1300,2454174.5,1600,0.1,39.75,-121.4697222
INTAKE,2007,2454174.5,1300,2454174.5,1330,0.01,39.75,-121.4697222
BARTLETT SPRINGS,2007,2454194.5,1530,2454194.5,2200,15,39.1375,-122.8066667
BIG,2007,2454190.5,2237,2454191.5,16,0.1,34.30694444,-118.2630556
ACTON,2007,2454174.5,1404,2454174.5,1700,15,34.48972222,-118.1663889
RESTROOM,2007,2454184.5,1411,2454184.5,1500,0.1,34.38611111,-117.7125
LOST,2007,2454188.5,1031,2454188.5,1100,0.1,34.60694444,-118.2958333
MORGAN,2007,2454123.5,1030,2454125.5,900,0.25,40.54916667,-123.1375
GEMMILL,2007,2454208.5,1800,2454208.5,1900,0.01,40.44416667,-123.0633333
BUTTER,2007,2454205.5,920,2454205.5,1330,0.1,40.62388889,-123.4219444
ST. JOHN,2007,2454205.5,1017,2454205.5,1345,0.01,40.62222222,-123.4227778
MORNING,2007,2454207.5,951,2454207.5,1300,0.8,39.75527778,-120.5916667
DIAMOND VALLEY,2007,2454218.5,1530,2454218.5,1730,0.25,38.77194444,-119.8138889
CIRCLE,2007,2454170.5,1000,2454170.5,1020,0.1,33.1825,-116.8191667
CAR,2007,2454191.5,842,2454191.5,915,0.1,34.26194444,-117.8475
CASCADE,2007,2454205.5,1830,2454205.5,2000,0.1,41.32194444,-122.0641667
GREENHORN CREEK,2007,2454218.5,1620,2454218.5,1730,0.25,39.93555556,-120.8686111
GULCH,2007,2454188.5,930,2454188.5,1130,0.1,40.46722222,-123.0511111
DEET,2007,2454219.5,430,2454219.5,845,0.1,40.62194444,-123.4225
GATES,2007,2454213.5,1045,2454213.5,1511,0.1,40.62388889,-123.4183333
JOHN,2007,2454213.5,1045,2454213.5,1511,0.1,40.62333333,-123.4183333
SOUTH,2007,2454216.5,2100,2454216.5,2142,0.01,40.4075,-123.2111111
AIKENS,2007,2454181.5,1600,2454181.5,1800,0.8,41.23777778,-123.6669444
SLATE,2007,2454193.5,1429,2454193.5,1540,0.1,41.25111111,-123.6377778
PATTERSON,2007,2454206.5,1551,2454206.5,1630,0.2,40.96805556,-123.635
SIMS,2007,2454232.5,1318,2454232.5,1800,2,41.05138889,-122.3508333
RESORT,2007,2454165.5,309,2454226.5,335,0.25,35.53166667,-118.6477778
VOLLMERS,2007,2454236.5,300,2454236.5,415,0.1,40.95027778,-122.4333333
CATTLE,2007,2454200.5,1503,2454200.5,1600,0.1,41.25027778,-121.935
SWAMP,2007,2454240.5,732,2454240.5,1118,0.1,41.41666667,-122.0019444
CRAG VIEW,2007,2454241.5,1035,2454241.5,1050,0.01,41.16666667,-122.285
CRATE,2007,2454197.5,958,2454197.5,1045,0.1,34.24222222,-117.8702778
WILLIAMS,2007,2454229.5,1800,2454229.5,2230,0.5,34.23111111,-117.7919444
MOHCHA,2007,2454238.5,1913,2454239.5,900,0.1,39.73805556,-120.61
CAHUILLA,2007,2454191.5,1230,2454191.5,1240,0.1,33.59722222,-117.4222222
TUJUNGA,2007,2454217.5,1502,2454217.5,1824,15,34.285,-118.29
WILCOX,2007,2454237.5,1610,2454237.5,2030,3.5,40.72916667,-121.4897222
EDDY,2007,2454244.5,1530,2454244.5,1630,0.01,41.38555556,-122.4525
VISTA,2007,2454244.5,2030,2454244.5,2130,0.01,41.15055556,-122.3022222
CASTLE,2007,2454245.5,1030,2454245.5,1100,0.01,41.15111111,-122.3008333
SUNSET,2007,2454248.5,1405,2454248.5,1445,0.1,39.43777778,-122.9405556
SNOWLINE,2007,2454240.5,1607,2454240.5,1727,0.1,41.3175,-122.0511111
PRARIE,2007,2454230.5,1300,2454230.5,1511,0.5,41.71277778,-121.8119444
ARROW,2007,2454253.5,1100,2454253.5,1145,0.01,41.26888889,-122.3836111
TOYOTA,2007,2454247.5,1758,2454247.5,1801,0.1,34.31166667,-118.0844444
HANSEN,2007,2454233.5,1450,2454233.5,2200,20,34.26166667,-118.3869444
PEARBLOSSOM,2007,2454202.5,1335,2454202.5,1430,51,34.52083333,-118.0944444
LUMSDEN,2007,2454239.5,1615,2454239.5,1900,0.5,37.83416667,-120.0925
PECKS,2007,2454252.5,659,2454252.5,1337,0.2,40.1825,-120.9161111
LONG,2007,2454251.5,1900,2454251.5,2300,0.1,40.11861111,-121.0041667
COOL,2007,2454251.5,1935,2454252.5,1000,0.25,40.15555556,-121.1527778
SCHOOL,2007,2454238.5,1028,2454238.5,1100,0.1,39.48416667,-121.2169444
WOODLEAF,2007,2454245.5,1356,2454245.5,1415,0.01,39.51666667,-121.1833333
LA PORTE,2007,2454245.5,1127,2454245.5,1530,1,39.54388889,-121.1463889
MOUNTAIN,2007,2454252.5,1530,2454252.5,1800,1.2,39.3325,-123.025
MIDDLE,2007,2454216.5,1301,2454216.5,1600,0.1,41.85194444,-123.0294444
WYNTOON,2007,2454247.5,1733,2454247.5,1828,0.01,40.00194444,-122.7027778
REST,2007,2454200.5,930,2454200.5,1200,0.25,40.91722222,-122.4
GRAVEL PIT,2007,2454176.5,1730,2454177.5,1415,0.1,40.73527778,-123.4688889
MOHAWK,2007,2454235.5,550,2454235.5,1000,0.9,39.77694444,-120.5913889
CENTERVILLE,2007,2454252.5,1700,2454253.5,1000,0.25,38.62638889,-119.7138889
DUMP,2007,2454251.5,531,2454251.5,1030,0.25,39.86972222,-120.7316667
FOURNIER,2007,2454117.5,1533,2454117.5,2145,5,39.55027778,-120.7541667
MAD SKUNK,2007,2454129.5,845,2454129.5,922,0.1,39.01722222,-120.7658333
SPRUCE,2007,2454134.5,1147,2454134.5,1238,0.1,39.04111111,-120.5802778
QUAKER,2007,2454136.5,1530,2454136.5,1830,3,39.285,-120.8511111
HUNT,2007,2454259.5,1510,2454259.5,1630,0.1,40.14583333,-120.8611111
RIM,2007,2454264.5,1015,2454264.5,1330,0.25,40.855,-121.4461111
AGUA,2007,2454227.5,853,2454227.5,944,3,34.47916667,-118.2969444
BOUQUET,2007,2454227.5,1846,2454227.5,2000,0.1,34.57583333,-118.3827778
HORSE,2007,2454230.5,1540,2454230.5,1555,0.1,34.49055556,-117.9330556
WAGON,2007,2454236.5,1303,2454236.5,1645,0.1,34.48833333,-118.3661111
BONEYARD,2007,2454198.5,1510,2454198.5,1600,0.1,36.23472222,-121.4872222
CAMRY,2007,2454247.5,1551,2454247.5,1610,0.1,34.64111111,-118.7480556
EARLY,2007,2454202.5,1249,2454202.5,1300,0.2,34.50222222,-119.3502778
OLD,2007,2454206.5,1400,2454207.5,1615,2.1,35.66027778,-121.22
190 FIRE,2007,2454251.5,1700,2454252.5,1200,0.25,38.69277778,-119.6705556
LITTLE RATTLESNAKE,2007,2454260.5,1250,2454260.5,1259,0.01,38.30888889,-120.2272222
BUTTERFLY,2007,2454268.5,939,2454268.5,1030,0.1,39.99888889,-120.9813889
SHOTGUN,2007,2454263.5,1900,2454263.5,2315,0.8,41.05027778,-122.4005556
RANCH,2007,2454166.5,1400,2454166.5,1800,9,38.83027778,-119.7702778
COASTLANDS,2007,2454215.5,340,2454215.5,824,2,36.225,-121.7663889
CHERRY,2007,2454218.5,1134,2454218.5,1340,7,34.60194444,-119.3405556
FIFTY,2007,2454225.5,1004,2454225.5,1035,0.1,34.56777778,-119.9519444
APPLE,2007,2454235.5,2050,2454237.5,1530,1.3,36.36111111,-121.795
GAP,2007,2454248.5,217,2454250.5,1800,0.6,36.35583333,-121.8119444
SKINNER,2007,2454248.5,845,2454250.5,1800,18.1,36.36666667,-121.7938889
ALTOONIA,2007,2454268.5,1730,2454268.5,2130,1,41.13527778,-122.5338889
LORSCH,2007,2454133.5,1300,2454133.5,1500,3.9,34.82694444,-119.0597222
PUMP,2007,2454216.5,1610,2454216.5,1655,0.1,34.83361111,-119.0580556
SPALDING,2007,2454238.5,2200,2454240.5,920,0.1,40.6375,-120.775
GLADE,2007,2454235.5,1431,2454235.5,2000,1,40.41833333,-123.235
COUGAR,2007,2454230.5,800,2454230.5,1200,0.75,41.88333333,-122.7841667
TRAILER,2007,2454230.5,110,2454230.5,1600,0.1,40.40638889,-123.2094444
MASONIC,2007,2454253.5,1641,2454253.5,2200,0.1,38.40638889,-119.1461111
DEER,2007,2454195.5,1543,2454195.5,1721,0.5,39.28527778,-120.8252778
LOYALTON PINES,2007,2454219.5,1139,2454220.5,1300,0.16,39.66861111,-120.2747222
PROSSER,2007,2454226.5,1200,2454226.5,1230,0.1,39.36916667,-120.1855556
PROSSER 2,2007,2454232.5,800,2454232.5,1400,0.25,39.36833333,-120.1608333
PROSSER 3,2007,2454233.5,1850,2454233.5,1930,0.25,39.39,-120.1480556
WASHINGTON,2007,2454241.5,2359,2454242.5,1800,3,39.49638889,-120.7838889
SLIDES,2007,2454270.5,1425,2454270.5,1900,12.3,39.42583333,-123.0186111
REFUGE,2007,2454249.5,1400,2454249.5,1545,0.5,40.27194444,-123.4486111
15,2007,2454253.5,1230,2454253.5,1500,0.2,39.77777778,-120.4966667
COYOTE,2007,2454252.5,1910,2454252.5,2100,0.1,39.97083333,-120.4075
HAPPY,2007,2454251.5,1700,2454251.5,2100,0.1,39.85777778,-120.6563889
HORSE,2007,2454251.5,1730,2454251.5,2359,0.25,39.75472222,-120.4958333
PARADISE,2007,2454251.5,1730,2454251.5,2100,0.1,39.93027778,-120.6675
ADAMS,2007,2454252.5,1700,2454252.5,2200,0.2,39.88305556,-120.1116667
CLIFTON,2007,2454230.5,1432,2454231.5,1800,67,39.86944444,-120.4444444
DAVIS,2007,2454253.5,800,2454253.5,1030,0.25,40.83361111,-121.1291667
LAKE,2007,2454249.5,1140,2454249.5,1345,0.01,38.18583333,-119.9672222
HIGHWAY 89,2007,2454274.5,300,2454277.5,1800,39,38.70111111,-119.7858333
CHAPMAN,2007,2454244.5,930,2454244.5,1400,0.25,39.74277778,-120.6113889
FLAT,2007,2454270.5,1645,2454270.5,1930,0.1,41.68277778,-123.8986111
CAMP,2007,2454275.5,1030,2454275.5,1033,0.1,41.25,-121.9336111
GIBSON,2007,2454282.5,1315,2454282.5,1415,1.5,41.03416667,-122.3852778
HOLIDAY,2007,2454237.5,2100,2454237.5,2220,0.1,34.5175,-119.2777778
QUARRY,2007,2454243.5,1615,2454243.5,1800,0.1,34.50083333,-119.3091667
ALISO,2007,2454273.5,600,2454273.5,1800,0.4,34.91305556,-119.77
BACKSIDE,2007,2454250.5,1600,2454250.5,2000,0.1,40.625,-121
49ER,2007,2454250.5,1600,2454250.5,2100,0.1,40.6,-121.025
MOON,2007,2454250.5,1630,2454251.5,1200,0.1,40.62083333,-121.0041667
HALF,2007,2454251.5,1200,2454251.5,1600,0.1,40.67083333,-121.2333333
COYOTE,2007,2454252.5,1700,2454252.5,2100,0.1,40.70833333,-120.875
OPDYKE,2007,2454252.5,1700,2454252.5,2100,0.1,40.70833333,-120.875
LOGAN,2007,2454253.5,1600,2454253.5,2100,0.1,40.65,-120.9541667
STUMP,2007,2454279.5,1030,2454279.5,1530,0.2,40.35555556,-121.3622222
STANFORD,2007,2454253.5,1700,2454253.5,2100,0.1,40.75,-121
POWERLINE,2007,2454236.5,2115,2454237.5,215,0.1,40.8725,-123.5688889
CREEK,2007,2454281.5,1739,2454281.5,1859,0.2,40.92527778,-123.6875
WESTSHORE,2007,2454246.5,1500,2454246.5,1530,0.1,39.38638889,-120.1519444
SATTLEY,2007,2454251.5,1642,2454251.5,1728,0.1,39.63,-120.4330556
ORLEANS,2007,2454247.5,2145,2454248.5,800,1,41.29,-123.5708333
BIG BAR,2007,2454277.5,1618,2454277.5,1745,0.01,41.25166667,-123.6427778
INDEPENDENCE,2007,2454251.5,1715,2454251.5,2156,0.1,39.42027778,-120.3358333
CORNAZ,2007,2454279.5,1700,2454279.5,1900,2,40.81222222,-121.5841667
MUNSEL,2007,2454126.5,1345,2454126.5,2345,5.5,37.96361111,-120.165
TURTLE,2007,2454286.5,1847,2454286.5,2000,0.5,38.74861111,-119.8130556
STOVER,2007,2454280.5,1648,2454280.5,1900,0.1,40.27916667,-121.3666667
PIONEER,2007,2454281.5,1254,2454281.5,1335,0.1,40.12027778,-120.9036111
BEE,2007,2454253.5,1420,2454253.5,1730,1,33.76388889,-116.8325
NEON,2007,2454260.5,940,2454260.5,946,0.1,33.89638889,-116.7880556
CORRIDOR,2007,2454283.5,1031,2454284.5,1800,0.1,39.96083333,-120.9452778
BIGG,2007,2454276.5,1110,2454276.5,1330,0.1,39.78361111,-120.6977778
ROTH,2007,2454286.5,1935,2454286.5,1955,0.1,40.93805556,-123.6252778
MARBLE,2007,2454283.5,1348,2454283.5,1551,0.5,41.4725,-123.5086111
CARSON RIVER,2007,2454288.5,1947,2454289.5,600,5.5,38.78805556,-119.8016667
FEATHER,2007,2454280.5,1800,2454280.5,1905,0.1,40.35416667,-121.3083333
BEE #2,2007,2454270.5,1415,2454270.5,1435,0.1,33.75972222,-116.8388889
FALLING LEAF,2007,2454281.5,1701,2454281.5,1737,0.1,33.75472222,-116.8402778
